TransactionID,Date,AccountID,AccountType,TransactionType,Direction,Category,Amount,BalanceAfter
290,2025-06-18,CSOW18613028459779,Savings,Transfer,Inflow,Education,91147.7,594072.35
291,2025-06-18,WJYC44994563464140,Checking,Withdrawal,Outflow,Entertainment,11797.89,783443.77
292,2025-06-18,WJYC44994563464140,Checking,Payment,Outflow,Rent,161191.83,32119.49
293,2025-06-18,WJYC44994563464140,Checking,Transfer,Inflow,Education,101002.7,686411.4
294,2025-06-18,WJYC44994563464140,Checking,Transfer,Inflow,Healthcare,227515.51,74417.23
295,2025-06-18,WJYC44994563464140,Checking,Deposit,Inflow,Salary,152466.06,66616.55
296,2025-06-18,WJYC44994563464140,Checking,Payment,Outflow,Entertainment,158636.1,548808.08
297,2025-06-18,WJYC44994563464140,Checking,Payment,Outflow,Rent,248662.31,531026.28
298,2025-06-18,WJYC44994563464140,Checking,Transfer,Inflow,Entertainment,151751.27,100079.28
299,2025-06-18,WJYC44994563464140,Checking,Deposit,Inflow,Education,164023.53,877828.51
300,2025-06-18,WJYC44994563464140,Checking,Withdrawal,Outflow,Rent,113437.17,229265.08
